entry,at,order
"-- starting hand #44 (id: 3sfdwhujbxy3)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T16:47:15.824Z,176417563582401
"The player ""ayyshish @ zpvOXxuJ5M"" quits the game with a stack of 0.00.",2025-11-26T16:47:15.824Z,176417563582400
"-- ending hand #43 --",2025-11-26T16:47:07.795Z,176417562779502
"""jarell @ DmldWHcaFG"" collected 17.05 from pot with Full House, 8's over 3's on the second run  (combination: 8♣, 8♠, 8♥, 3♣, 3♠)",2025-11-26T16:47:07.795Z,176417562779501
"""jarell @ DmldWHcaFG"" collected 17.05 from pot with Full House, 8's over 3's (combination: 8♣, 8♠, 8♥, 3♣, 3♠)",2025-11-26T16:47:07.795Z,176417562779500
"River (second run): 3♠, 7♣, 8♠, 8♥ [K♠]",2025-11-26T16:47:03.789Z,176417562378900
"River: 3♠, 7♣, 8♠, 8♥ [2♣]",2025-11-26T16:46:59.773Z,176417561977300
"""jarell @ DmldWHcaFG"" shows a 8♣, 3♣.",2025-11-26T16:46:55.763Z,176417561576301
"""ayyshish @ zpvOXxuJ5M"" shows a 8♦, 9♥.",2025-11-26T16:46:55.763Z,176417561576300
"All players in hand choose to run it twice.",2025-11-26T16:46:54.905Z,176417561490501
"""ayyshish @ zpvOXxuJ5M"" chooses to  run it twice.",2025-11-26T16:46:54.905Z,176417561490500
"""jarell @ DmldWHcaFG"" chooses to  run it twice.",2025-11-26T16:46:54.853Z,176417561485300
"Remaining players decide whether to run it twice.",2025-11-26T16:46:53.320Z,176417561332001
"""jarell @ DmldWHcaFG"" calls 13.00",2025-11-26T16:46:53.320Z,176417561332000
"""ayyshish @ zpvOXxuJ5M"" raises to 13.00 and go all in",2025-11-26T16:46:50.850Z,176417561085000
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:46:20.054Z,176417558005400
"""jarell @ DmldWHcaFG"" bets 2.90",2025-11-26T16:46:15.870Z,176417557587000
"""ayyshish @ zpvOXxuJ5M"" checks",2025-11-26T16:45:57.734Z,176417555773400
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:45:55.464Z,176417555546400
"Turn: 3♠, 7♣, 8♠ [8♥]",2025-11-26T16:45:50.850Z,176417555085000
"""ayyshish @ zpvOXxuJ5M"" calls 2.30",2025-11-26T16:45:49.996Z,176417554999600
"""asher @ ft9OPf3s9o"" calls 2.30",2025-11-26T16:45:47.416Z,176417554741600
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:45:45.905Z,176417554590500
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:45:36.547Z,176417553654700
"""jarell @ DmldWHcaFG"" raises to 2.30",2025-11-26T16:45:34.187Z,176417553418700
"""ayyshish @ zpvOXxuJ5M"" calls 0.60",2025-11-26T16:45:28.891Z,176417552889100
"""asher @ ft9OPf3s9o"" bets 0.60",2025-11-26T16:45:25.232Z,176417552523200
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:45:20.502Z,176417552050200
"Flop:  [3♠, 7♣, 8♠]",2025-11-26T16:45:17.931Z,176417551793100
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:45:17.113Z,176417551711300
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:45:14.852Z,176417551485200
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:45:13.726Z,176417551372600
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:45:12.230Z,176417551223000
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:45:08.405Z,176417550840500
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:45:04.734Z,176417550473400
"""ayyshish @ zpvOXxuJ5M"" calls 0.20",2025-11-26T16:45:03.660Z,176417550366000
"""asher @ ft9OPf3s9o"" posts a big blind of 0.20",2025-11-26T16:45:02.333Z,176417550233310
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T16:45:02.333Z,176417550233309
"Your hand is 4♦, 7♦",2025-11-26T16:45:02.333Z,176417550233305
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (15.50) | #3 ""matt @ BX9q3pofqn"" (21.01) | #5 ""jarell @ DmldWHcaFG"" (39.31) | #6 ""luks @ umdjNW_Jbv"" (42.39) | #7 ""Isaac @ 8Cxf2C0Rzg"" (41.48) | #8 ""Harry @ _rSA9D8q4_"" (30.15) | #10 ""asher @ ft9OPf3s9o"" (15.00)",2025-11-26T16:45:02.333Z,176417550233301
"-- starting hand #43 (id: d49pulmuocno)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T16:45:02.333Z,176417550233300
"Undealt cards: 9♠, 10♥, 8♥, 5♠ [10♦]",2025-11-26T16:44:58.945Z,176417549894500
"-- ending hand #42 --",2025-11-26T16:44:56.389Z,176417549638902
"""jarell @ DmldWHcaFG"" collected 13.90 from pot",2025-11-26T16:44:56.389Z,176417549638901
"Uncalled bet of 25.41 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:44:56.389Z,176417549638900
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:44:55.556Z,176417549555600
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:44:47.073Z,176417548707300
"""jarell @ DmldWHcaFG"" bets 25.41 and go all in",2025-11-26T16:44:44.382Z,176417548438200
"""ayyshish @ zpvOXxuJ5M"" checks",2025-11-26T16:44:32.075Z,176417547207500
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:44:23.093Z,176417546309300
"Turn: 9♠, 10♥, 8♥ [5♠]",2025-11-26T16:44:21.144Z,176417546114400
"""ayyshish @ zpvOXxuJ5M"" calls 3.30",2025-11-26T16:44:20.296Z,176417546029600
"""asher @ ft9OPf3s9o"" calls 3.30",2025-11-26T16:44:17.683Z,176417545768300
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:44:14.444Z,176417545444400
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:44:05.939Z,176417544593900
"""jarell @ DmldWHcaFG"" raises to 3.30",2025-11-26T16:43:55.210Z,176417543521000
"""ayyshish @ zpvOXxuJ5M"" calls 1.00",2025-11-26T16:43:43.340Z,176417542334000
"""asher @ ft9OPf3s9o"" calls 1.00",2025-11-26T16:43:38.743Z,176417541874300
"""Harry @ _rSA9D8q4_"" bets 1.00",2025-11-26T16:43:36.420Z,176417541642000
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:43:26.591Z,176417540659100
"Flop:  [9♠, 10♥, 8♥]",2025-11-26T16:43:18.195Z,176417539819500
"""Harry @ _rSA9D8q4_"" calls 0.60",2025-11-26T16:43:17.380Z,176417539738000
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:43:16.247Z,176417539624700
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:43:14.133Z,176417539413300
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T16:43:10.013Z,176417539001300
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:43:01.954Z,176417538195400
"""ayyshish @ zpvOXxuJ5M"" calls 0.60",2025-11-26T16:42:58.116Z,176417537811600
"""asher @ ft9OPf3s9o"" raises to 0.60",2025-11-26T16:42:55.464Z,176417537546400
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T16:42:51.366Z,176417537136610
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T16:42:51.366Z,176417537136609
"Your hand is A♦, 3♣",2025-11-26T16:42:51.366Z,176417537136605
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (19.40) | #3 ""matt @ BX9q3pofqn"" (21.01) | #5 ""jarell @ DmldWHcaFG"" (29.31) | #6 ""luks @ umdjNW_Jbv"" (42.39) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.08) | #8 ""Harry @ _rSA9D8q4_"" (31.75) | #10 ""asher @ ft9OPf3s9o"" (18.90)",2025-11-26T16:42:51.366Z,176417537136601
"-- starting hand #42 (id: xtocynvtq6b7)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:42:51.366Z,176417537136600
"-- ending hand #41 --",2025-11-26T16:42:45.463Z,176417536546302
"""jarell @ DmldWHcaFG"" collected 5.50 from pot",2025-11-26T16:42:45.463Z,176417536546301
"Uncalled bet of 2.75 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:42:45.463Z,176417536546300
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:42:44.655Z,176417536465500
"""jarell @ DmldWHcaFG"" bets 2.75",2025-11-26T16:42:41.961Z,176417536196100
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:42:38.654Z,176417535865400
"Flop:  [5♣, 2♣, 9♦]",2025-11-26T16:42:35.158Z,176417535515800
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:42:34.346Z,176417535434600
"""Harry @ _rSA9D8q4_"" calls 2.30",2025-11-26T16:42:31.519Z,176417535151900
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:42:29.245Z,176417534924500
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:42:28.109Z,176417534810900
"""jarell @ DmldWHcaFG"" raises to 2.30",2025-11-26T16:42:20.737Z,176417534073700
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:42:14.564Z,176417533456400
"""ayyshish @ zpvOXxuJ5M"" calls 0.60",2025-11-26T16:42:13.454Z,176417533345400
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:42:10.362Z,176417533036200
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T16:42:08.274Z,176417532827400
"""Isaac @ 8Cxf2C0Rzg"" posts a big blind of 0.20",2025-11-26T16:42:05.799Z,176417532579911
"""luks @ umdjNW_Jbv"" posts a small blind of 0.10",2025-11-26T16:42:05.799Z,176417532579910
"Your hand is J♠, A♦",2025-11-26T16:42:05.799Z,176417532579906
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (21.01) | #5 ""jarell @ DmldWHcaFG"" (26.11) | #6 ""luks @ umdjNW_Jbv"" (42.49) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.28) | #8 ""Harry @ _rSA9D8q4_"" (34.05) | #10 ""asher @ ft9OPf3s9o"" (18.90)",2025-11-26T16:42:05.799Z,176417532579902
"-- starting hand #41 (id: av92zumkcljn)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T16:42:05.799Z,176417532579901
"The player ""loki @ 7Nv8hjyL1f"" quits the game with a stack of 35.16.",2025-11-26T16:42:05.799Z,176417532579900
"-- ending hand #40 --",2025-11-26T16:41:59.759Z,176417531975903
"""Harry @ _rSA9D8q4_"" collected 4.20 from pot with Pair, 5's (combination: 5♣, 5♥, A♦, K♠, J♣)",2025-11-26T16:41:59.759Z,176417531975902
"""Harry @ _rSA9D8q4_"" shows a J♣, K♠.",2025-11-26T16:41:59.759Z,176417531975901
"""asher @ ft9OPf3s9o"" shows a 2♣, K♣.",2025-11-26T16:41:59.759Z,176417531975900
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:41:58.954Z,176417531895400
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:41:48.953Z,176417530895300
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:41:44.596Z,176417530459600
"""asher @ ft9OPf3s9o"" bets 0.20",2025-11-26T16:41:43.515Z,176417530351500
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:41:41.521Z,176417530152100
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:41:40.389Z,176417530038900
"River: 5♣, 5♥, A♦, 9♥ [6♠]",2025-11-26T16:41:33.876Z,176417529387600
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:41:33.032Z,176417529303200
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:41:31.805Z,176417529180500
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:41:30.286Z,176417529028600
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:41:27.481Z,176417528748100
"Turn: 5♣, 5♥, A♦ [9♥]",2025-11-26T16:41:24.411Z,176417528441100
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:41:23.587Z,176417528358700
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:41:20.250Z,176417528025000
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:41:16.193Z,176417527619300
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:41:13.840Z,176417527384000
"Flop:  [5♣, 5♥, A♦]",2025-11-26T16:41:11.494Z,176417527149400
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:41:10.683Z,176417527068300
"""jarell @ DmldWHcaFG"" calls 0.90",2025-11-26T16:41:09.589Z,176417526958900
"""matt @ BX9q3pofqn"" calls 0.90",2025-11-26T16:41:02.465Z,176417526246500
"The admin ""matt @ BX9q3pofqn"" enqueued the removal of the player ""loki @ 7Nv8hjyL1f"".",2025-11-26T16:40:50.606Z,176417525060600
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:40:50.551Z,176417525055100
"""asher @ ft9OPf3s9o"" calls 0.90",2025-11-26T16:40:49.202Z,176417524920200
"""Harry @ _rSA9D8q4_"" raises to 0.90",2025-11-26T16:40:47.142Z,176417524714200
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:40:43.509Z,176417524350900
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T16:40:41.098Z,176417524109811
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T16:40:41.098Z,176417524109810
"Your hand is 4♠, 3♦",2025-11-26T16:40:41.098Z,176417524109806
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (21.91) | #5 ""jarell @ DmldWHcaFG"" (27.01) | #6 ""luks @ umdjNW_Jbv"" (42.69) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.28) | #8 ""Harry @ _rSA9D8q4_"" (30.95) | #10 ""asher @ ft9OPf3s9o"" (20.00)",2025-11-26T16:40:41.098Z,176417524109802
"-- starting hand #40 (id: mhuw9ijen0io)  (No Limit Texas Hold'em) (dealer: ""matt @ BX9q3pofqn"") --",2025-11-26T16:40:41.098Z,176417524109801
"The player ""asher @ ft9OPf3s9o"" joined the game with a stack of 20.00.",2025-11-26T16:40:41.098Z,176417524109800
"-- ending hand #39 --",2025-11-26T16:40:35.165Z,176417523516502
"""jarell @ DmldWHcaFG"" collected 3.00 from pot",2025-11-26T16:40:35.165Z,176417523516501
"Uncalled bet of 1.50 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:40:35.165Z,176417523516500
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:40:34.360Z,176417523436000
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:40:33.295Z,176417523329500
"""jarell @ DmldWHcaFG"" bets 1.50",2025-11-26T16:40:31.106Z,176417523110600
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:40:27.322Z,176417522732200
"Flop:  [2♥, 10♥, 9♦]",2025-11-26T16:40:25.160Z,176417522516000
"""jarell @ DmldWHcaFG"" calls 1.00",2025-11-26T16:40:24.287Z,176417522428700
"""matt @ BX9q3pofqn"" calls 1.00",2025-11-26T16:40:19.481Z,176417521948100
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:40:17.975Z,176417521797500
"""Harry @ _rSA9D8q4_"" raises to 1.00",2025-11-26T16:40:14.074Z,176417521407400
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:40:05.756Z,176417520575600
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:40:02.442Z,176417520244200
"The admin approved the player ""asher @ ft9OPf3s9o"" participation with a stack of 20.00.",2025-11-26T16:40:01.604Z,176417520160400
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T16:40:00.400Z,176417520040010
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T16:40:00.400Z,176417520040009
"Your hand is 5♥, 8♣",2025-11-26T16:40:00.400Z,176417520040006
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (22.91) | #5 ""jarell @ DmldWHcaFG"" (25.01) | #6 ""luks @ umdjNW_Jbv"" (42.69) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.28) | #8 ""Harry @ _rSA9D8q4_"" (31.95)",2025-11-26T16:40:00.400Z,176417520040002
"-- starting hand #39 (id: jrrpfdppegek)  (No Limit Texas Hold'em) (dead button) --",2025-11-26T16:40:00.400Z,176417520040001
"The player ""ayyshish @ zpvOXxuJ5M"" joined the game with a stack of 20.00.",2025-11-26T16:40:00.400Z,176417520040000
"The player ""asher @ ft9OPf3s9o"" requested a seat.",2025-11-26T16:39:56.781Z,176417519678100
"""luks @ umdjNW_Jbv"" shows a 4♦.",2025-11-26T16:39:55.556Z,176417519555600
"Undealt cards: 4♣, K♠, 3♥, 9♥ [K♣]",2025-11-26T16:39:54.489Z,176417519448900
"-- ending hand #38 --",2025-11-26T16:39:53.787Z,176417519378702
"""luks @ umdjNW_Jbv"" collected 1.80 from pot",2025-11-26T16:39:53.787Z,176417519378701
"Uncalled bet of 1.35 returned to ""luks @ umdjNW_Jbv""",2025-11-26T16:39:53.787Z,176417519378700
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:39:52.975Z,176417519297500
"""luks @ umdjNW_Jbv"" bets 1.35",2025-11-26T16:39:51.386Z,176417519138600
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:39:48.630Z,176417518863000
"Turn: 4♣, K♠, 3♥ [9♥]",2025-11-26T16:39:47.041Z,176417518704100
"""matt @ BX9q3pofqn"" calls 0.60",2025-11-26T16:39:46.227Z,176417518622700
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:39:37.711Z,176417517771100
"""luks @ umdjNW_Jbv"" bets 0.60",2025-11-26T16:39:36.279Z,176417517627900
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:39:33.852Z,176417517385200
"Flop:  [4♣, K♠, 3♥]",2025-11-26T16:39:32.125Z,176417517212500
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:39:31.310Z,176417517131000
"The admin approved the player ""ayyshish @ zpvOXxuJ5M"" participation with a stack of 20.00.",2025-11-26T16:39:27.240Z,176417516724000
"The player ""ayyshish @ zpvOXxuJ5M"" requested a seat.",2025-11-26T16:39:22.903Z,176417516290300
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:39:22.353Z,176417516235300
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:39:21.182Z,176417516118200
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:39:19.441Z,176417515944100
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:39:16.597Z,176417515659700
"""matt @ BX9q3pofqn"" posts a big blind of 0.20",2025-11-26T16:39:13.540Z,176417515354009
"Dead Small Blind",2025-11-26T16:39:13.540Z,176417515354008
"Your hand is 3♦, 4♦",2025-11-26T16:39:13.540Z,176417515354005
"Player stacks: #3 ""matt @ BX9q3pofqn"" (23.71) | #5 ""jarell @ DmldWHcaFG"" (25.01) | #6 ""luks @ umdjNW_Jbv"" (41.69) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.48) | #8 ""Harry @ _rSA9D8q4_"" (31.95)",2025-11-26T16:39:13.540Z,176417515354002
"-- starting hand #38 (id: 6ytzq6yrhhby)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T16:39:13.540Z,176417515354001
"The player ""ayyshish @ zpvOXxuJ5M"" quits the game with a stack of 0.00.",2025-11-26T16:39:13.540Z,176417515354000
"""matt @ BX9q3pofqn"" shows a 10♦, 7♠.",2025-11-26T16:39:06.400Z,176417514640000
"-- ending hand #37 --",2025-11-26T16:39:05.015Z,176417514501502
"""luks @ umdjNW_Jbv"" collected 20.30 from pot with Straight, 10 High on the second run  (combination: 10♣, 9♥, 8♣, 7♦, 6♦)",2025-11-26T16:39:05.015Z,176417514501501
"""luks @ umdjNW_Jbv"" collected 20.30 from pot with Straight, J High (combination: J♠, 10♣, 9♥, 8♣, 7♦)",2025-11-26T16:39:05.015Z,176417514501500
"River (second run): 6♦, 9♥, 7♦, 8♠ [2♣]",2025-11-26T16:39:00.974Z,176417514097400
"Turn (second run): 6♦, 9♥, 7♦ [8♠]",2025-11-26T16:38:56.951Z,176417513695100
"River: 6♦, 9♥, 7♦, J♠ [3♦]",2025-11-26T16:38:52.945Z,176417513294500
"Turn: 6♦, 9♥, 7♦ [J♠]",2025-11-26T16:38:48.940Z,176417512894000
"""luks @ umdjNW_Jbv"" shows a 8♣, 10♣.",2025-11-26T16:38:44.913Z,176417512491301
"""ayyshish @ zpvOXxuJ5M"" shows a A♣, 9♣.",2025-11-26T16:38:44.913Z,176417512491300
"All players in hand choose to run it twice.",2025-11-26T16:38:44.088Z,176417512408801
"""ayyshish @ zpvOXxuJ5M"" chooses to  run it twice.",2025-11-26T16:38:44.088Z,176417512408800
"""luks @ umdjNW_Jbv"" chooses to  run it twice.",2025-11-26T16:38:43.309Z,176417512330900
"Remaining players decide whether to run it twice.",2025-11-26T16:38:42.272Z,176417512227201
"""luks @ umdjNW_Jbv"" calls 18.40",2025-11-26T16:38:42.272Z,176417512227200
"""ayyshish @ zpvOXxuJ5M"" raises to 18.40 and go all in",2025-11-26T16:38:35.062Z,176417511506200
"""luks @ umdjNW_Jbv"" raises to 4.50",2025-11-26T16:38:26.195Z,176417510619500
"""ayyshish @ zpvOXxuJ5M"" bets 1.30",2025-11-26T16:38:21.170Z,176417510117000
"Flop:  [6♦, 9♥, 7♦]",2025-11-26T16:38:11.488Z,176417509148800
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:38:10.583Z,176417509058300
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:38:09.379Z,176417508937900
"""luks @ umdjNW_Jbv"" calls 1.60",2025-11-26T16:38:07.603Z,176417508760300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:38:05.804Z,176417508580400
"""ayyshish @ zpvOXxuJ5M"" raises to 1.60",2025-11-26T16:38:00.541Z,176417508054100
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:37:56.164Z,176417507616400
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:37:55.012Z,176417507501200
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:37:53.009Z,176417507300900
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:37:50.473Z,176417507047300
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:37:35.567Z,176417505556700
"""ayyshish @ zpvOXxuJ5M"" posts a big blind of 0.20",2025-11-26T16:37:33.653Z,176417505365311
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T16:37:33.653Z,176417505365310
"Your hand is 8♣, 10♣",2025-11-26T16:37:33.653Z,176417505365307
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (23.71) | #5 ""jarell @ DmldWHcaFG"" (25.21) | #6 ""luks @ umdjNW_Jbv"" (21.09) | #7 ""Isaac @ 8Cxf2C0Rzg"" (42.68) | #8 ""Harry @ _rSA9D8q4_"" (32.15)",2025-11-26T16:37:33.653Z,176417505365303
"-- starting hand #37 (id: acmmey2itm8z)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T16:37:33.653Z,176417505365302
"The player ""ayyshish @ zpvOXxuJ5M"" joined the game with a stack of 20.00.",2025-11-26T16:37:33.653Z,176417505365301
"Game Config Changes
* Decision Limit Time: 60s » 45s
* Max Time Bank: 60s » 45s
* Restart Blind Schedule at Level: none » 1",2025-11-26T16:37:33.653Z,176417505365300
"-- ending hand #36 --",2025-11-26T16:37:30.732Z,176417505073202
"""Harry @ _rSA9D8q4_"" collected 10.40 from pot",2025-11-26T16:37:30.732Z,176417505073201
"Uncalled bet of 10.40 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T16:37:30.732Z,176417505073200
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:37:29.907Z,176417504990700
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:35:15.854Z,176417491585400
"""Harry @ _rSA9D8q4_"" bets 10.40",2025-11-26T16:35:14.643Z,176417491464300
"River: 7♥, 3♣, 6♦, K♦ [8♣]",2025-11-26T16:35:07.703Z,176417490770300
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:35:06.863Z,176417490686300
"""luks @ umdjNW_Jbv"" calls 2.40",2025-11-26T16:35:05.701Z,176417490570100
"The player ""ayyshish @ zpvOXxuJ5M"" sit back with the stack of 20.00.",2025-11-26T16:34:57.661Z,176417489766100
"""jarell @ DmldWHcaFG"" calls 2.40",2025-11-26T16:34:53.454Z,176417489345400
"""Harry @ _rSA9D8q4_"" bets 2.40",2025-11-26T16:34:51.297Z,176417489129700
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:34:46.594Z,176417488659400
"Turn: 7♥, 3♣, 6♦ [K♦]",2025-11-26T16:34:42.502Z,176417488250200
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:34:41.657Z,176417488165700
"""luks @ umdjNW_Jbv"" calls 0.60",2025-11-26T16:34:36.319Z,176417487631900
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T16:34:33.875Z,176417487387500
"""Harry @ _rSA9D8q4_"" bets 0.60",2025-11-26T16:34:31.717Z,176417487171700
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:34:28.015Z,176417486801500
"Flop:  [7♥, 3♣, 6♦]",2025-11-26T16:34:23.601Z,176417486360100
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:34:22.775Z,176417486277500
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:34:19.504Z,176417485950400
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:34:17.940Z,176417485794000
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:34:09.577Z,176417484957700
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:34:08.133Z,176417484813300
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T16:34:06.595Z,176417484659508
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T16:34:06.595Z,176417484659507
"Your hand is 8♦, Q♦",2025-11-26T16:34:06.595Z,176417484659504
"Player stacks: #3 ""matt @ BX9q3pofqn"" (23.71) | #5 ""jarell @ DmldWHcaFG"" (28.41) | #6 ""luks @ umdjNW_Jbv"" (24.29) | #7 ""Isaac @ 8Cxf2C0Rzg"" (43.48) | #8 ""Harry @ _rSA9D8q4_"" (24.95)",2025-11-26T16:34:06.595Z,176417484659501
"-- starting hand #36 (id: maxnzexnwuwn)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:34:06.595Z,176417484659500
"""luks @ umdjNW_Jbv"" shows a 7♥.",2025-11-26T16:34:04.784Z,176417484478400
"Undealt cards: J♦, 6♣, 3♥, K♠ [8♥]",2025-11-26T16:34:02.517Z,176417484251700
"-- ending hand #35 --",2025-11-26T16:33:59.964Z,176417483996402
