entry,at,order
"River: 6♣, 3♣, 6♠, 5♠ [Q♣]",2025-11-26T17:00:03.815Z,176417640381500
"""Isaac @ 8Cxf2C0Rzg"" calls 2.20",2025-11-26T17:00:02.992Z,176417640299200
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:59:49.366Z,176417638936600
"""matt @ BX9q3pofqn"" raises to 2.20",2025-11-26T16:59:46.610Z,176417638661000
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:59:34.139Z,176417637413900
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:59:28.086Z,176417636808600
"""Isaac @ 8Cxf2C0Rzg"" raises to 1.40",2025-11-26T16:59:26.940Z,176417636694000
"""luks @ umdjNW_Jbv"" calls 0.60",2025-11-26T16:59:18.733Z,176417635873300
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:59:11.916Z,176417635191600
"""matt @ BX9q3pofqn"" bets 0.60",2025-11-26T16:59:09.839Z,176417634983900
"Turn: 6♣, 3♣, 6♠ [5♠]",2025-11-26T16:59:06.039Z,176417634603900
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:59:05.221Z,176417634522100
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:59:03.042Z,176417634304200
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:59:01.902Z,176417634190200
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:58:55.931Z,176417633593100
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:58:50.387Z,176417633038700
"""matt @ BX9q3pofqn"" checks",2025-11-26T16:58:47.845Z,176417632784500
"Flop:  [6♣, 3♣, 6♠]",2025-11-26T16:58:45.755Z,176417632575500
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:58:44.928Z,176417632492800
"""matt @ BX9q3pofqn"" calls 0.20",2025-11-26T16:58:42.071Z,176417632207100
"""asher @ ft9OPf3s9o"" calls 0.20",2025-11-26T16:58:39.851Z,176417631985100
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:58:37.655Z,176417631765500
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:58:35.871Z,176417631587100
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:58:33.724Z,176417631372400
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T16:58:24.498Z,176417630449811
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T16:58:24.498Z,176417630449810
"Your hand is 5♦, 3♦",2025-11-26T16:58:24.498Z,176417630449806
"Player stacks: #3 ""matt @ BX9q3pofqn"" (24.71) | #5 ""jarell @ DmldWHcaFG"" (63.11) | #6 ""luks @ umdjNW_Jbv"" (36.99) | #7 ""Isaac @ 8Cxf2C0Rzg"" (40.78) | #8 ""Harry @ _rSA9D8q4_"" (44.25) | #9 ""asher @ ft9OPf3s9o"" (20.00)",2025-11-26T16:58:24.498Z,176417630449803
"-- starting hand #51 (id: fn1khskkuiby)  (No Limit Texas Hold'em) (dead button) --",2025-11-26T16:58:24.498Z,176417630449802
"The player ""asher @ ft9OPf3s9o"" joined the game with a stack of 20.00.",2025-11-26T16:58:24.498Z,176417630449801
"The player ""ayyshish @ zpvOXxuJ5M"" quits the game with a stack of 0.00.",2025-11-26T16:58:24.498Z,176417630449800
"-- ending hand #50 --",2025-11-26T16:58:18.493Z,176417629849304
"""ayyshish @ zpvOXxuJ5M"" shows a Q♦, 9♥.",2025-11-26T16:58:18.493Z,176417629849303
"""Harry @ _rSA9D8q4_"" collected 41.00 from pot with Straight, 7 High (combination: 7♣, 6♠, 5♦, 4♠, 3♠)",2025-11-26T16:58:18.493Z,176417629849302
"""Harry @ _rSA9D8q4_"" shows a 6♠, 3♠.",2025-11-26T16:58:18.493Z,176417629849301
"Uncalled bet of 3.25 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T16:58:18.493Z,176417629849300
"""ayyshish @ zpvOXxuJ5M"" calls 15.10 and go all in",2025-11-26T16:58:17.637Z,176417629763700
"""Harry @ _rSA9D8q4_"" bets 18.35 and go all in",2025-11-26T16:57:19.604Z,176417623960400
"""ayyshish @ zpvOXxuJ5M"" checks",2025-11-26T16:57:17.460Z,176417623746000
"River: Q♣, 5♦, 7♣, 4♠ [3♦]",2025-11-26T16:57:15.307Z,176417623530700
"""ayyshish @ zpvOXxuJ5M"" calls 4.00",2025-11-26T16:57:14.487Z,176417623448700
"""Harry @ _rSA9D8q4_"" raises to 4.00",2025-11-26T16:56:59.448Z,176417621944800
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:56:56.159Z,176417621615900
"""ayyshish @ zpvOXxuJ5M"" bets 1.40",2025-11-26T16:56:52.746Z,176417621274600
"Turn: Q♣, 5♦, 7♣ [4♠]",2025-11-26T16:56:49.113Z,176417620911300
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:56:48.288Z,176417620828800
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:56:46.717Z,176417620671700
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:56:42.722Z,176417620272200
"""ayyshish @ zpvOXxuJ5M"" bets 0.20",2025-11-26T16:56:40.084Z,176417620008400
"Flop:  [Q♣, 5♦, 7♣]",2025-11-26T16:56:34.195Z,176417619419500
"""Harry @ _rSA9D8q4_"" calls 0.50",2025-11-26T16:56:33.388Z,176417619338800
"""Isaac @ 8Cxf2C0Rzg"" calls 0.50",2025-11-26T16:56:30.352Z,176417619035200
"""jarell @ DmldWHcaFG"" calls 0.50",2025-11-26T16:56:28.662Z,176417618866200
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:56:22.524Z,176417618252400
"""ayyshish @ zpvOXxuJ5M"" raises to 0.50",2025-11-26T16:56:21.073Z,176417618107300
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:56:16.394Z,176417617639400
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:56:15.311Z,176417617531100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:56:14.136Z,176417617413600
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:56:12.177Z,176417617217700
"""matt @ BX9q3pofqn"" posts a big blind of 0.20",2025-11-26T16:56:09.859Z,176417616985910
"""ayyshish @ zpvOXxuJ5M"" posts a small blind of 0.10",2025-11-26T16:56:09.859Z,176417616985909
"Your hand is 8♦, 5♣",2025-11-26T16:56:09.859Z,176417616985906
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (19.80) | #3 ""matt @ BX9q3pofqn"" (24.91) | #5 ""jarell @ DmldWHcaFG"" (63.81) | #6 ""luks @ umdjNW_Jbv"" (36.99) | #7 ""Isaac @ 8Cxf2C0Rzg"" (41.28) | #8 ""Harry @ _rSA9D8q4_"" (23.05)",2025-11-26T16:56:09.859Z,176417616985902
"-- starting hand #50 (id: 6pil2kjrqirt)  (No Limit Texas Hold'em) (dealer: ""Harry @ _rSA9D8q4_"") --",2025-11-26T16:56:09.859Z,176417616985901
"The admin updated the player ""ayyshish @ zpvOXxuJ5M"" stack from 34.80 to 19.80.",2025-11-26T16:56:09.859Z,176417616985900
"-- ending hand #49 --",2025-11-26T16:56:06.925Z,176417616692502
"""Isaac @ 8Cxf2C0Rzg"" collected 4.00 from pot",2025-11-26T16:56:06.925Z,176417616692501
"Uncalled bet of 2.00 returned to ""Isaac @ 8Cxf2C0Rzg""",2025-11-26T16:56:06.925Z,176417616692500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:56:06.115Z,176417616611500
"""Isaac @ 8Cxf2C0Rzg"" bets 2.00",2025-11-26T16:56:02.498Z,176417616249800
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:55:52.998Z,176417615299800
"River: Q♣, Q♠, A♦, 10♠ [8♠]",2025-11-26T16:55:48.440Z,176417614844000
"""Isaac @ 8Cxf2C0Rzg"" calls 1.00",2025-11-26T16:55:47.611Z,176417614761100
"""jarell @ DmldWHcaFG"" bets 1.00",2025-11-26T16:55:33.870Z,176417613387000
"Turn: Q♣, Q♠, A♦ [10♠]",2025-11-26T16:55:29.220Z,176417612922000
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:55:28.316Z,176417612831600
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:55:27.174Z,176417612717400
"WARNING: the admin queued the stack change for the player ""ayyshish @ zpvOXxuJ5M"" removing 15.00 chips in the next hand.",2025-11-26T16:55:26.930Z,176417612693000
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:55:25.515Z,176417612551500
"""jarell @ DmldWHcaFG"" bets 0.60",2025-11-26T16:55:23.270Z,176417612327000
"""ayyshish @ zpvOXxuJ5M"" checks",2025-11-26T16:55:19.721Z,176417611972100
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:55:18.149Z,176417611814900
"Flop:  [Q♣, Q♠, A♦]",2025-11-26T16:55:15.173Z,176417611517300
"""ayyshish @ zpvOXxuJ5M"" checks",2025-11-26T16:55:14.338Z,176417611433800
"""Harry @ _rSA9D8q4_"" calls 0.20",2025-11-26T16:55:12.442Z,176417611244200
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:55:10.600Z,176417611060000
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:55:09.391Z,176417610939100
"The admin approved the player ""asher @ ft9OPf3s9o"" participation with a stack of 20.00.",2025-11-26T16:55:00.489Z,176417610048900
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:55:00.262Z,176417610026200
"The player ""asher @ ft9OPf3s9o"" requested a seat.",2025-11-26T16:54:55.708Z,176417609570800
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:54:53.709Z,176417609370900
"""ayyshish @ zpvOXxuJ5M"" posts a big blind of 0.20",2025-11-26T16:54:52.284Z,176417609228410
"""Harry @ _rSA9D8q4_"" posts a small blind of 0.10",2025-11-26T16:54:52.284Z,176417609228409
"Your hand is 4♦, 10♣",2025-11-26T16:54:52.284Z,176417609228406
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (35.00) | #3 ""matt @ BX9q3pofqn"" (24.91) | #5 ""jarell @ DmldWHcaFG"" (65.61) | #6 ""luks @ umdjNW_Jbv"" (36.99) | #7 ""Isaac @ 8Cxf2C0Rzg"" (39.08) | #8 ""Harry @ _rSA9D8q4_"" (23.25)",2025-11-26T16:54:52.284Z,176417609228402
"-- starting hand #49 (id: xewx7akimy6t)  (No Limit Texas Hold'em) (dealer: ""Isaac @ 8Cxf2C0Rzg"") --",2025-11-26T16:54:52.284Z,176417609228401
"The player ""asher @ ft9OPf3s9o"" quits the game with a stack of 0.00.",2025-11-26T16:54:52.284Z,176417609228400
"""matt @ BX9q3pofqn"" shows a J♥.",2025-11-26T16:54:51.174Z,176417609117400
"""luks @ umdjNW_Jbv"" shows a 3♥, 8♥.",2025-11-26T16:54:51.057Z,176417609105700
"""Harry @ _rSA9D8q4_"" shows a J♠.",2025-11-26T16:54:47.011Z,176417608701100
"-- ending hand #48 --",2025-11-26T16:54:44.779Z,176417608477901
"""ayyshish @ zpvOXxuJ5M"" collected 22.80 from pot with Two Pair, Q's & 7's (combination: Q♠, Q♦, 7♣, 7♥, A♣)",2025-11-26T16:54:44.779Z,176417608477900
"River: 6♠, Q♠, 7♣, 7♥ [Q♦]",2025-11-26T16:54:40.739Z,176417608073900
"Turn: 6♠, Q♠, 7♣ [7♥]",2025-11-26T16:54:36.736Z,176417607673600
"Flop:  [6♠, Q♠, 7♣]",2025-11-26T16:54:32.701Z,176417607270100
"""asher @ ft9OPf3s9o"" shows a 3♣, J♣.",2025-11-26T16:54:28.667Z,176417606866702
"""ayyshish @ zpvOXxuJ5M"" shows a 9♦, A♣.",2025-11-26T16:54:28.667Z,176417606866701
"Uncalled bet of 12.20 returned to ""ayyshish @ zpvOXxuJ5M""",2025-11-26T16:54:28.667Z,176417606866700
"Some players choose to not run it twice.",2025-11-26T16:54:27.836Z,176417606783601
"""asher @ ft9OPf3s9o"" chooses to not run it twice.",2025-11-26T16:54:27.836Z,176417606783600
"Remaining players decide whether to run it twice.",2025-11-26T16:54:26.908Z,176417606690801
"""asher @ ft9OPf3s9o"" calls 7.20 and go all in",2025-11-26T16:54:26.908Z,176417606690800
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:54:18.936Z,176417605893600
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:54:16.696Z,176417605669600
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:53:11.775Z,176417599177500
"""ayyshish @ zpvOXxuJ5M"" raises to 19.40 and go all in",2025-11-26T16:53:08.746Z,176417598874600
"""asher @ ft9OPf3s9o"" calls 3.60",2025-11-26T16:52:49.540Z,176417596954000
"""Harry @ _rSA9D8q4_"" calls 3.60",2025-11-26T16:52:44.766Z,176417596476600
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:52:42.931Z,176417596293100
"""luks @ umdjNW_Jbv"" raises to 3.60",2025-11-26T16:52:41.803Z,176417596180300
"""jarell @ DmldWHcaFG"" calls 1.00",2025-11-26T16:52:32.905Z,176417595290500
"""ayyshish @ zpvOXxuJ5M"" calls 1.00",2025-11-26T16:52:31.181Z,176417595118100
"""asher @ ft9OPf3s9o"" calls 1.00",2025-11-26T16:52:26.851Z,176417594685100
"""Harry @ _rSA9D8q4_"" raises to 1.00",2025-11-26T16:52:23.683Z,176417594368300
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:52:19.991Z,176417593999100
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:52:18.820Z,176417593882000
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:52:17.423Z,176417593742300
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:52:10.319Z,176417593031900
"""ayyshish @ zpvOXxuJ5M"" calls 0.20",2025-11-26T16:52:09.235Z,176417592923500
"""asher @ ft9OPf3s9o"" calls 0.20",2025-11-26T16:52:05.587Z,176417592558700
"""Harry @ _rSA9D8q4_"" posts a big blind of 0.20",2025-11-26T16:51:54.956Z,176417591495610
"""Isaac @ 8Cxf2C0Rzg"" posts a small blind of 0.10",2025-11-26T16:51:54.956Z,176417591495609
"Your hand is 3♥, 8♥",2025-11-26T16:51:54.956Z,176417591495605
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (19.40) | #3 ""matt @ BX9q3pofqn"" (24.91) | #5 ""jarell @ DmldWHcaFG"" (66.61) | #6 ""luks @ umdjNW_Jbv"" (40.59) | #7 ""Isaac @ 8Cxf2C0Rzg"" (39.28) | #8 ""Harry @ _rSA9D8q4_"" (26.85) | #10 ""asher @ ft9OPf3s9o"" (7.20)",2025-11-26T16:51:54.956Z,176417591495601
"-- starting hand #48 (id: idndyjgqtz54)  (No Limit Texas Hold'em) (dealer: ""luks @ umdjNW_Jbv"") --",2025-11-26T16:51:54.956Z,176417591495600
"Undealt cards: 5♥, 10♥, 6♣ [4♣, 3♦]",2025-11-26T16:51:49.542Z,176417590954200
"-- ending hand #47 --",2025-11-26T16:51:49.020Z,176417590902002
"""matt @ BX9q3pofqn"" collected 7.40 from pot",2025-11-26T16:51:49.020Z,176417590902001
"Uncalled bet of 3.00 returned to ""matt @ BX9q3pofqn""",2025-11-26T16:51:49.020Z,176417590902000
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:51:48.209Z,176417590820900
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:51:47.120Z,176417590712000
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:51:45.910Z,176417590591000
"""matt @ BX9q3pofqn"" raises to 5.00",2025-11-26T16:51:36.693Z,176417589669300
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:51:29.439Z,176417588943900
"""Harry @ _rSA9D8q4_"" raises to 2.00",2025-11-26T16:51:21.328Z,176417588132800
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:51:19.069Z,176417587906900
"""luks @ umdjNW_Jbv"" bets 0.20",2025-11-26T16:51:15.748Z,176417587574800
"Flop:  [5♥, 10♥, 6♣]",2025-11-26T16:51:09.679Z,176417586967900
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:51:08.868Z,176417586886800
"""luks @ umdjNW_Jbv"" calls 0.60",2025-11-26T16:51:07.741Z,176417586774100
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:51:06.638Z,176417586663800
"""matt @ BX9q3pofqn"" calls 0.60",2025-11-26T16:51:05.437Z,176417586543700
"""ayyshish @ zpvOXxuJ5M"" calls 0.60",2025-11-26T16:51:03.119Z,176417586311900
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:51:00.957Z,176417586095700
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T16:50:59.772Z,176417585977200
"""Isaac @ 8Cxf2C0Rzg"" posts a big blind of 0.20",2025-11-26T16:50:55.118Z,176417585511810
"""luks @ umdjNW_Jbv"" posts a small blind of 0.10",2025-11-26T16:50:55.118Z,176417585511809
"Your hand is 3♥, 3♣",2025-11-26T16:50:55.118Z,176417585511805
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (20.11) | #5 ""jarell @ DmldWHcaFG"" (66.61) | #6 ""luks @ umdjNW_Jbv"" (41.39) | #7 ""Isaac @ 8Cxf2C0Rzg"" (40.08) | #8 ""Harry @ _rSA9D8q4_"" (29.45) | #10 ""asher @ ft9OPf3s9o"" (7.20)",2025-11-26T16:50:55.118Z,176417585511801
"-- starting hand #47 (id: cajjmaaomxbz)  (No Limit Texas Hold'em) (dealer: ""jarell @ DmldWHcaFG"") --",2025-11-26T16:50:55.118Z,176417585511800
"-- ending hand #46 --",2025-11-26T16:50:52.192Z,176417585219202
"""jarell @ DmldWHcaFG"" collected 11.20 from pot",2025-11-26T16:50:52.192Z,176417585219201
"Uncalled bet of 2.00 returned to ""jarell @ DmldWHcaFG""",2025-11-26T16:50:52.192Z,176417585219200
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:50:51.390Z,176417585139000
"""jarell @ DmldWHcaFG"" bets 2.00",2025-11-26T16:50:34.611Z,176417583461100
"River: K♦, 3♥, 10♥, K♣ [J♠]",2025-11-26T16:50:21.887Z,176417582188700
"""jarell @ DmldWHcaFG"" calls 2.40",2025-11-26T16:50:21.047Z,176417582104700
"""asher @ ft9OPf3s9o"" bets 2.40",2025-11-26T16:50:15.222Z,176417581522200
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:50:10.642Z,176417581064200
"Turn: K♦, 3♥, 10♥ [K♣]",2025-11-26T16:50:06.332Z,176417580633200
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:50:05.434Z,176417580543400
"""asher @ ft9OPf3s9o"" calls 1.60",2025-11-26T16:50:04.333Z,176417580433300
"""Harry @ _rSA9D8q4_"" folds",2025-11-26T16:50:00.777Z,176417580077700
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:49:54.274Z,176417579427400
"""jarell @ DmldWHcaFG"" bets 1.60",2025-11-26T16:49:53.118Z,176417579311800
"Flop:  [K♦, 3♥, 10♥]",2025-11-26T16:49:42.821Z,176417578282100
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:49:41.971Z,176417578197100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:49:39.897Z,176417577989700
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T16:49:33.733Z,176417577373300
"""matt @ BX9q3pofqn"" calls 0.60",2025-11-26T16:49:32.017Z,176417577201700
"""ayyshish @ zpvOXxuJ5M"" folds",2025-11-26T16:49:30.887Z,176417577088700
"""asher @ ft9OPf3s9o"" calls 0.60",2025-11-26T16:49:28.291Z,176417576829100
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T16:49:25.118Z,176417576511800
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:49:22.108Z,176417576210800
"""luks @ umdjNW_Jbv"" posts a big blind of 0.20",2025-11-26T16:49:18.652Z,176417575865211
"""jarell @ DmldWHcaFG"" posts a small blind of 0.10",2025-11-26T16:49:18.652Z,176417575865210
"Your hand is J♦, 2♥",2025-11-26T16:49:18.652Z,176417575865206
"Player stacks: #1 ""ayyshish @ zpvOXxuJ5M"" (20.00) | #3 ""matt @ BX9q3pofqn"" (20.71) | #5 ""jarell @ DmldWHcaFG"" (60.01) | #6 ""luks @ umdjNW_Jbv"" (41.59) | #7 ""Isaac @ 8Cxf2C0Rzg"" (40.68) | #8 ""Harry @ _rSA9D8q4_"" (30.05) | #10 ""asher @ ft9OPf3s9o"" (11.80)",2025-11-26T16:49:18.652Z,176417575865202
"-- starting hand #46 (id: myjj3kxm7kwu)  (No Limit Texas Hold'em) (dealer: ""matt @ BX9q3pofqn"") --",2025-11-26T16:49:18.652Z,176417575865201
"The player ""ayyshish @ zpvOXxuJ5M"" joined the game with a stack of 20.00.",2025-11-26T16:49:18.652Z,176417575865200
"-- ending hand #45 --",2025-11-26T16:49:12.638Z,176417575263802
"""jarell @ DmldWHcaFG"" collected 4.10 from pot with Flush, Kc High (combination: K♣, 10♣, 6♣, 5♣, 2♣)",2025-11-26T16:49:12.638Z,176417575263801
"""jarell @ DmldWHcaFG"" shows a 2♣, 4♠.",2025-11-26T16:49:12.638Z,176417575263800
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:49:11.815Z,176417575181500
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:49:09.515Z,176417574951500
"River: Q♥, 5♣, 6♣, K♣ [10♣]",2025-11-26T16:49:02.191Z,176417574219100
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:49:01.331Z,176417574133100
"""jarell @ DmldWHcaFG"" calls 0.80",2025-11-26T16:49:00.196Z,176417574019600
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:48:56.222Z,176417573622200
"""Harry @ _rSA9D8q4_"" bets 0.80",2025-11-26T16:48:54.299Z,176417573429900
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:48:51.177Z,176417573117700
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:48:49.568Z,176417572956800
"Turn: Q♥, 5♣, 6♣ [K♣]",2025-11-26T16:48:46.623Z,176417572662300
"""asher @ ft9OPf3s9o"" checks",2025-11-26T16:48:45.780Z,176417572578000
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:48:40.450Z,176417572045000
"""luks @ umdjNW_Jbv"" checks",2025-11-26T16:48:38.595Z,176417571859500
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:48:29.210Z,176417570921000
"Flop:  [Q♥, 5♣, 6♣]",2025-11-26T16:48:27.127Z,176417570712700
"""luks @ umdjNW_Jbv"" calls 0.60",2025-11-26T16:48:26.321Z,176417570632100
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T16:48:24.089Z,176417570408900
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:48:22.242Z,176417570224200
"""asher @ ft9OPf3s9o"" calls 0.60",2025-11-26T16:48:21.149Z,176417570114900
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T16:48:19.515Z,176417569951500
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:48:15.515Z,176417569551500
"""luks @ umdjNW_Jbv"" calls 0.20",2025-11-26T16:48:13.328Z,176417569332800
"""jarell @ DmldWHcaFG"" posts a big blind of 0.20",2025-11-26T16:48:09.937Z,176417568993709
"""matt @ BX9q3pofqn"" posts a small blind of 0.10",2025-11-26T16:48:09.937Z,176417568993708
"Your hand is 3♥, J♥",2025-11-26T16:48:09.937Z,176417568993704
"Player stacks: #3 ""matt @ BX9q3pofqn"" (20.81) | #5 ""jarell @ DmldWHcaFG"" (57.31) | #6 ""luks @ umdjNW_Jbv"" (42.19) | #7 ""Isaac @ 8Cxf2C0Rzg"" (40.68) | #8 ""Harry @ _rSA9D8q4_"" (31.45) | #10 ""asher @ ft9OPf3s9o"" (12.40)",2025-11-26T16:48:09.937Z,176417568993701
"-- starting hand #45 (id: 8wnnchdgkbar)  (No Limit Texas Hold'em) (dealer: ""asher @ ft9OPf3s9o"") --",2025-11-26T16:48:09.937Z,176417568993700
"""Harry @ _rSA9D8q4_"" shows a 7♣, 6♦.",2025-11-26T16:48:06.822Z,176417568682200
"-- ending hand #44 --",2025-11-26T16:48:06.331Z,176417568633102
"""Harry @ _rSA9D8q4_"" collected 2.10 from pot",2025-11-26T16:48:06.331Z,176417568633101
"Uncalled bet of 1.57 returned to ""Harry @ _rSA9D8q4_""",2025-11-26T16:48:06.331Z,176417568633100
"""Isaac @ 8Cxf2C0Rzg"" folds",2025-11-26T16:48:05.525Z,176417568552500
"""jarell @ DmldWHcaFG"" folds",2025-11-26T16:48:04.393Z,176417568439300
"""Harry @ _rSA9D8q4_"" bets 1.57",2025-11-26T16:48:03.242Z,176417568324200
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:48:00.489Z,176417568048900
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:47:59.349Z,176417567934900
"River: 9♠, 2♥, 4♥, A♦ [J♥]",2025-11-26T16:47:56.908Z,176417567690800
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:47:56.073Z,176417567607300
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:47:54.470Z,176417567447000
"The admin approved the player ""ayyshish @ zpvOXxuJ5M"" participation with a stack of 20.00.",2025-11-26T16:47:52.341Z,176417567234100
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:47:51.601Z,176417567160100
"Turn: 9♠, 2♥, 4♥ [A♦]",2025-11-26T16:47:49.627Z,176417566962700
"""Harry @ _rSA9D8q4_"" checks",2025-11-26T16:47:48.793Z,176417566879300
"""Isaac @ 8Cxf2C0Rzg"" checks",2025-11-26T16:47:46.976Z,176417566697600
"The player ""ayyshish @ zpvOXxuJ5M"" requested a seat.",2025-11-26T16:47:43.687Z,176417566368700
"""jarell @ DmldWHcaFG"" checks",2025-11-26T16:47:42.725Z,176417566272500
"Flop:  [9♠, 2♥, 4♥]",2025-11-26T16:47:41.250Z,176417566125000
"""Isaac @ 8Cxf2C0Rzg"" calls 0.60",2025-11-26T16:47:40.419Z,176417566041900
"""jarell @ DmldWHcaFG"" calls 0.60",2025-11-26T16:47:37.597Z,176417565759700
"""matt @ BX9q3pofqn"" folds",2025-11-26T16:47:36.237Z,176417565623700
"""asher @ ft9OPf3s9o"" folds",2025-11-26T16:47:33.617Z,176417565361700
"""Harry @ _rSA9D8q4_"" raises to 0.60",2025-11-26T16:47:29.858Z,176417564985800
"""Isaac @ 8Cxf2C0Rzg"" calls 0.20",2025-11-26T16:47:26.010Z,176417564601000
"""luks @ umdjNW_Jbv"" folds",2025-11-26T16:47:19.559Z,176417563955900
"""jarell @ DmldWHcaFG"" calls 0.20",2025-11-26T16:47:17.459Z,176417563745900
"""matt @ BX9q3pofqn"" posts a big blind of 0.20",2025-11-26T16:47:15.824Z,176417563582410
"""asher @ ft9OPf3s9o"" posts a small blind of 0.10",2025-11-26T16:47:15.824Z,176417563582409
"Your hand is 10♦, 2♣",2025-11-26T16:47:15.824Z,176417563582405
"Player stacks: #3 ""matt @ BX9q3pofqn"" (21.01) | #5 ""jarell @ DmldWHcaFG"" (57.91) | #6 ""luks @ umdjNW_Jbv"" (42.19) | #7 ""Isaac @ 8Cxf2C0Rzg"" (41.28) | #8 ""Harry @ _rSA9D8q4_"" (29.95) | #10 ""asher @ ft9OPf3s9o"" (12.50)",2025-11-26T16:47:15.824Z,176417563582402
